SD temperatures,SD fertilization,SD speeds,SD motility,SU temperatures,SU fertilization,SU speeds,SU motility,multiple stressors temperatures,multiple stressors pH,multiple stressors fertilization,multiple stressors speeds,multiple stressors motility,Argyle_datetime_2020,Argyle_temps_2020,Argyle_datetime_2021,Argyle_temps_2021,Deadman_datetime_2020,Deadman_temps_2020,Deadman_datetime_2021,Deadman_temps_2021
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 0:00,14.77,1/7/2021 5:15,17.99,2020-07-12 0:53:23,10.47,2021-06-30 00:19:46,10.95
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 0:15,15.24,1/7/2021 5:30,17.97,2020-07-12 1:08:23,10.44,2021-06-30 00:34:46,11.00
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 0:30,15.3,1/7/2021 5:45,17.95,2020-07-12 1:23:23,10.43,2021-06-30 00:49:46,11.00
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 0:45,15.37,1/7/2021 6:00,17.94,2020-07-12 1:38:23,10.42,2021-06-30 01:04:46,10.98
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 1:00,15.37,1/7/2021 6:15,17.9,2020-07-12 1:53:23,10.39,2021-06-30 01:19:46,10.94
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 1:15,15.4,1/7/2021 6:30,17.91,2020-07-12 2:08:23,10.40,2021-06-30 01:34:46,10.93
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 1:30,15.25,1/7/2021 6:45,17.93,2020-07-12 2:23:23,10.41,2021-06-30 01:49:46,10.86
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 1:45,15.52,1/7/2021 7:00,17.94,2020-07-12 2:38:23,10.41,2021-06-30 02:04:46,10.93
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 2:00,16.49,1/7/2021 7:15,18.06,2020-07-12 2:53:23,10.43,2021-06-30 02:19:46,10.93
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 2:15,17.33,1/7/2021 7:30,18.13,2020-07-12 3:08:23,10.41,2021-06-30 02:34:46,11.09
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 2:30,17.96,1/7/2021 7:45,18.34,2020-07-12 3:23:23,10.41,2021-06-30 02:49:46,11.39
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 2:45,18.44,1/7/2021 8:00,18.34,2020-07-12 3:38:23,10.41,2021-06-30 03:04:46,11.69
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 3:00,18.77,1/7/2021 8:15,18.39,2020-07-12 3:53:23,10.39,2021-06-30 03:19:46,11.95
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 3:15,18.96,1/7/2021 8:30,18.63,2020-07-12 4:08:23,10.38,2021-06-30 03:34:46,11.75
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 3:30,18.99,1/7/2021 8:45,18.98,2020-07-12 4:23:23,10.44,2021-06-30 03:49:46,11.44
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 3:45,18.91,1/7/2021 9:00,19.45,2020-07-12 4:38:23,10.51,2021-06-30 04:04:46,11.60
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 4:00,18.81,1/7/2021 9:15,19.7,2020-07-12 4:53:23,10.57,2021-06-30 04:19:46,11.81
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 4:15,18.61,1/7/2021 9:30,20,2020-07-12 5:08:23,10.60,2021-06-30 04:34:46,12.01
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 4:30,18.37,1/7/2021 9:45,20.26,2020-07-12 5:23:23,10.68,2021-06-30 04:49:46,12.16
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 4:45,18.21,1/7/2021 10:00,20.57,2020-07-12 5:38:23,10.73,2021-06-30 05:04:46,12.28
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 5:00,18.12,1/7/2021 10:15,20.7,2020-07-12 5:53:23,10.78,2021-06-30 05:19:46,12.43
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 5:15,18.05,1/7/2021 10:30,21.23,2020-07-12 6:08:23,10.80,2021-06-30 05:34:46,12.57
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 5:30,18.03,1/7/2021 10:45,21.48,2020-07-12 6:23:23,10.78,2021-06-30 05:49:46,12.73
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 5:45,18.03,1/7/2021 11:00,22.69,2020-07-12 6:38:23,10.80,2021-06-30 06:04:46,12.74
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 6:00,18.04,1/7/2021 11:15,23.75,2020-07-12 6:53:23,10.79,2021-06-30 06:19:46,12.57
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 6:15,17.98,1/7/2021 11:30,23.74,2020-07-12 7:08:23,10.77,2021-06-30 06:34:46,12.65
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 6:30,17.93,1/7/2021 11:45,24.12,2020-07-12 7:23:23,10.77,2021-06-30 06:49:46,12.80
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 6:45,17.89,1/7/2021 12:00,24.41,2020-07-12 7:38:23,10.77,2021-06-30 07:04:46,12.99
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 7:00,17.88,1/7/2021 12:15,25.15,2020-07-12 7:53:23,10.79,2021-06-30 07:19:46,13.17
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 7:15,17.87,1/7/2021 12:30,25.51,2020-07-12 8:08:23,10.81,2021-06-30 07:34:46,13.58
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 7:30,17.93,1/7/2021 12:45,26.41,2020-07-12 8:23:23,10.79,2021-06-30 07:49:46,13.74
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 7:45,17.99,1/7/2021 13:00,27.16,2020-07-12 8:38:23,10.84,2021-06-30 08:04:46,13.90
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 8:00,18.15,1/7/2021 13:15,27.23,2020-07-13 0:38:23,10.38,2021-06-30 08:19:46,14.07
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 8:15,18.26,1/7/2021 13:30,27,2020-07-13 0:53:23,10.39,2021-06-30 08:34:46,14.10
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 8:30,18.51,1/7/2021 13:45,28.29,2020-07-13 1:08:23,10.39,2021-06-30 08:49:46,14.13
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 8:45,18.74,1/7/2021 14:00,29.05,2020-07-13 1:23:23,10.38,2021-06-30 09:04:46,14.17
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 9:00,18.88,1/7/2021 14:15,29.46,2020-07-13 1:38:23,10.38,2021-06-30 09:19:46,14.20
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 9:15,18.94,1/7/2021 14:30,30.07,2020-07-13 1:53:23,10.35,2021-06-30 09:34:46,14.23
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 9:30,18.93,1/7/2021 14:45,30.31,2020-07-13 2:08:23,10.38,2021-06-30 09:49:46,14.26
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 9:45,18.94,1/7/2021 15:00,30.89,2020-07-13 2:23:23,10.37,2021-06-30 10:04:46,14.29
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 10:00,19.25,1/7/2021 15:15,30.91,2020-07-13 2:38:23,10.37,2021-06-30 10:19:46,14.32
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 10:15,19.8,1/7/2021 15:30,30.93,2020-07-13 2:53:23,10.40,2021-06-30 10:34:46,14.35
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 10:30,20.51,1/7/2021 15:45,31.07,2020-07-13 3:08:23,10.38,2021-06-30 10:49:46,14.38
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 10:45,21.08,1/7/2021 16:00,30.21,2020-07-13 3:23:23,10.38,2021-06-30 11:04:46,14.41
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 11:00,21.57,1/7/2021 16:15,29.87,2020-07-13 3:38:23,10.37,2021-06-30 11:19:46,14.44
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 11:15,21.89,1/7/2021 16:30,30.01,2020-07-13 3:53:23,10.36,2021-06-30 11:34:46,14.47
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 11:30,22.14,1/7/2021 16:45,29.75,2020-07-13 4:08:23,10.36,2021-06-30 11:49:46,14.49
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 11:45,22.58,1/7/2021 17:00,29.49,2020-07-13 4:23:23,10.42,2021-06-30 12:04:46,14.52
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 12:00,22.97,1/7/2021 17:15,29.11,2020-07-13 4:38:23,10.47,2021-06-30 12:19:46,14.54
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 12:15,23.5,1/7/2021 17:30,28.99,2020-07-13 4:53:23,10.51,2021-06-30 12:34:46,14.56
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 12:30,24.06,1/7/2021 17:45,28.86,2020-07-13 5:08:23,10.52,2021-06-30 12:49:46,14.58
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 12:45,25.02,1/7/2021 18:00,28.4,2020-07-13 5:23:23,10.59,2021-06-30 13:04:46,14.59
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 13:00,25.3,1/7/2021 18:15,27.9,2020-07-13 5:38:23,10.66,2021-06-30 13:19:46,14.60
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 13:15,25.57,1/7/2021 18:30,27.63,2020-07-13 5:53:23,10.68,2021-06-30 13:34:46,14.62
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 13:30,25.76,1/7/2021 18:45,27.07,2020-07-13 6:08:23,10.73,2021-06-30 13:49:46,14.62
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 13:45,26.18,1/7/2021 19:00,26.39,2020-07-13 6:23:23,10.68,2021-06-30 14:04:46,14.61
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 14:00,26.43,1/7/2021 19:15,25.45,2020-07-13 6:38:23,10.68,2021-06-30 14:19:46,14.62
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 14:15,26.47,1/7/2021 19:30,25.22,2020-07-13 6:53:23,10.71,2021-06-30 14:34:46,14.62
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 14:30,26.81,1/7/2021 19:45,24.89,2020-07-13 7:08:23,10.79,2021-06-30 14:49:46,14.62
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 14:45,27.16,1/7/2021 20:00,24.31,2020-07-13 7:23:23,10.79,2021-06-30 15:04:46,14.62
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 15:00,27.61,1/7/2021 20:15,23.77,2020-07-13 7:38:23,10.82,2021-06-30 15:19:46,14.62
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 15:15,27.66,1/7/2021 20:30,22.52,2020-07-13 7:53:23,10.84,2021-06-30 15:34:46,14.62
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 15:30,22.98,1/7/2021 20:45,19.68,2020-07-14 0:23:23,10.64,2021-06-30 15:49:46,14.61
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 15:45,18.71,1/7/2021 21:00,18.86,2020-07-14 0:38:23,10.85,2021-06-30 16:04:46,14.61
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 16:00,17.34,1/7/2021 21:15,18.5,2020-07-14 0:53:23,10.88,2021-06-30 16:19:46,14.62
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 16:15,17.09,1/7/2021 21:30,18.42,2020-07-14 1:08:23,10.85,2021-06-30 16:34:46,14.61
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 16:30,17.1,1/7/2021 21:45,17.75,2020-07-14 1:23:23,10.85,2021-06-30 16:49:46,14.60
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 16:45,17.25,1/7/2021 22:00,17.15,2020-07-14 1:38:23,10.83,2021-06-30 17:04:46,14.59
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 17:00,16.48,1/7/2021 22:15,16.88,2020-07-14 1:53:23,10.89,2021-06-30 17:19:46,14.58
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 17:15,16.19,1/7/2021 22:30,16.05,2020-07-14 2:08:23,10.91,2021-06-30 17:34:46,14.57
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 17:30,16.66,1/7/2021 22:45,15.06,2020-07-14 2:23:23,10.97,2021-06-30 17:49:46,14.55
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 17:45,16.86,1/7/2021 23:00,15.19,2020-07-14 2:38:23,10.96,2021-06-30 18:04:46,14.54
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 18:00,16.69,1/7/2021 23:15,15.59,2020-07-14 2:53:23,10.96,2021-06-30 18:19:46,14.53
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 18:15,16.87,1/7/2021 23:30,15.8,2020-07-14 3:08:23,10.86,2021-06-30 18:34:46,14.51
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 18:30,17.34,1/7/2021 23:45,16.04,2020-07-14 3:23:23,10.89,2021-06-30 18:49:46,14.50
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 18:45,17.93,2/7/2021 0:00,16,2020-07-14 3:38:23,10.88,2021-06-30 19:04:46,14.50
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 19:00,18.98,2/7/2021 0:15,16.66,2020-07-14 3:53:23,10.91,2021-06-30 19:19:46,14.50
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 19:15,19.2,2/7/2021 0:30,17.32,2020-07-14 4:08:23,10.91,2021-06-30 19:34:46,14.49
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 19:30,19.24,2/7/2021 0:45,17.72,2020-07-14 4:23:23,10.93,2021-06-30 19:49:46,14.48
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 19:45,19.45,2/7/2021 1:00,17.89,2020-07-14 4:38:23,10.94,2021-06-30 20:04:46,14.47
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 20:00,19.53,2/7/2021 1:15,18.02,2020-07-15 1:08:23,10.96,2021-06-30 20:19:46,14.39
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 20:15,19.22,2/7/2021 1:30,18.24,2020-07-15 1:23:23,10.93,2021-06-30 20:34:46,14.06
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 20:30,17.58,2/7/2021 1:45,18.37,2020-07-15 1:38:23,10.93,2021-06-30 20:49:46,12.32
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 20:45,17.1,2/7/2021 2:00,18.38,2020-07-15 1:53:23,10.87,2021-06-30 21:04:46,11.69
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 21:00,16.34,2/7/2021 2:15,18.39,2020-07-15 2:08:23,10.85,2021-06-30 21:19:46,11.43
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 21:15,16.15,2/7/2021 2:30,18.38,2020-07-15 2:23:23,10.79,2021-06-30 21:34:46,11.29
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 21:30,16.07,2/7/2021 2:45,18.35,2020-07-15 2:38:23,10.75,2021-06-30 21:49:46,11.23
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 21:45,15.76,2/7/2021 3:00,18.3,2020-07-15 2:53:23,10.77,2021-06-30 22:04:46,11.15
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 22:00,15.54,2/7/2021 3:15,18.25,2020-07-15 3:08:23,10.70,2021-06-30 22:19:46,11.14
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 22:15,15.42,2/7/2021 3:30,18.23,2020-07-15 3:23:23,10.68,2021-06-30 22:34:46,11.13
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 22:30,14.91,2/7/2021 3:45,18.2,2020-07-15 3:38:23,10.66,2021-06-30 22:49:46,11.13
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 22:45,13.92,2/7/2021 4:00,18.14,2020-07-15 3:53:23,10.69,2021-06-30 23:04:46,11.12
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 23:00,14.63,2/7/2021 4:15,18.09,2020-07-15 4:08:23,10.74,2021-06-30 23:19:46,11.12
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 23:15,13.9,2/7/2021 4:30,18.04,2020-07-15 4:23:23,10.78,2021-06-30 23:34:46,11.12
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 23:30,13.51,2/7/2021 4:45,18,2020-07-15 4:38:23,10.81,2021-06-30 23:49:46,11.13
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16/7/2020 23:45,13.95,2/7/2021 5:00,17.97,2020-07-15 4:53:23,10.86,2021-07-01 00:04:46,11.11
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/7/2020 0:00,14.69,2/7/2021 5:15,17.96,2020-07-15 21:08:23,11.92,2021-07-01 00:19:46,11.04
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/7/2020 0:15,13.43,2/7/2021 5:30,17.92,2020-07-15 21:23:23,11.89,2021-07-01 00:34:46,11.14
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/7/2020 0:30,13.18,2/7/2021 5:45,17.94,2020-07-15 21:38:23,11.80,2021-07-01 00:49:46,11.19
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/7/2020 0:45,13.33,2/7/2021 6:00,17.92,2020-07-15 21:53:23,11.62,2021-07-01 01:04:46,11.21
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/7/2020 1:00,13.54,2/7/2021 6:15,17.94,2020-07-15 22:08:23,11.51,2021-07-01 01:19:46,11.23
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/7/2020 1:15,13.68,2/7/2021 6:30,17.94,2020-07-15 22:23:23,11.42,2021-07-01 01:34:46,11.28
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/7/2020 1:30,13.97,2/7/2021 6:45,17.98,2020-07-15 22:38:23,11.38,2021-07-01 01:49:46,11.36
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/7/2020 1:45,14.11,2/7/2021 7:00,18.02,2020-07-15 22:53:23,11.34,2021-07-01 02:04:46,11.61
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/7/2020 2:00,14.55,2/7/2021 7:15,18.02,2020-07-15 23:08:23,11.37,2021-07-01 02:19:46,11.87
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/7/2020 2:15,15.38,2/7/2021 7:30,18.09,2020-07-15 23:23:23,11.30,2021-07-01 02:34:46,12.12
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/7/2020 2:30,16.17,2/7/2021 7:45,18.18,2020-07-15 23:38:23,11.24,2021-07-01 02:49:46,12.39
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/7/2020 2:45,17.28,2/7/2021 8:00,18.22,2020-07-15 23:53:23,11.18,2021-07-01 03:04:46,12.62
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/7/2020 3:00,18.09,2/7/2021 8:15,18.32,2020-07-16 0:08:23,11.12,2021-07-01 03:19:46,12.78
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/7/2020 3:15,18.26,2/7/2021 8:30,18.46,2020-07-16 0:23:23,11.18,2021-07-01 03:34:46,12.94
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/7/2020 3:30,18.29,2/7/2021 8:45,18.63,2020-07-16 0:38:23,11.25,2021-07-01 03:49:46,13.06
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/7/2020 3:45,18.34,2/7/2021 9:00,18.86,2020-07-16 0:53:23,11.25,2021-07-01 04:04:46,13.17
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/7/2020 4:00,18.32,2/7/2021 9:15,19.18,2020-07-16 1:08:23,11.28,2021-07-01 04:19:46,13.25
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/7/2020 4:15,18.29,2/7/2021 9:30,19.52,2020-07-16 1:23:23,11.31,2021-07-01 04:34:46,13.34
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/7/2020 4:30,18.28,2/7/2021 9:45,19.76,2020-07-16 1:38:23,11.31,2021-07-01 04:49:46,13.41
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/7/2020 4:45,18.26,2/7/2021 10:00,20.17,2020-07-16 1:53:23,11.30,2021-07-01 05:04:46,13.46
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/7/2020 5:00,18.27,2/7/2021 10:15,20.51,2020-07-16 2:08:23,11.27,2021-07-01 05:19:46,13.50
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/7/2020 5:15,18.28,2/7/2021 10:30,21.04,2020-07-16 2:23:23,11.25,2021-07-01 05:34:46,13.60
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17/7/2020 5:30,18.26,2/7/2021 10:45,22.01,2020-07-16 2:38:23,11.25,2021-07-01 05:49:46,13.64
